estado,numero_dias_sem_chuva,risco_fogo,precipitacao
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,0.84,0.0
SÃO PAULO,7.0,0.84,0.0
SÃO PAULO,7.0,0.96,0.0
SÃO PAULO,7.0,0.93,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,0.84,0.0
SÃO PAULO,7.0,0.99,0.0
SÃO PAULO,7.0,0.93,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,0.96,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,111.0,1.0,0.0
SÃO PAULO,115.0,1.0,0.0
SÃO PAULO,117.0,1.0,0.0
SÃO PAULO,105.0,1.0,0.0
SÃO PAULO,109.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,76.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,0.49,0.0
SÃO PAULO,7.0,0.63,0.0
SÃO PAULO,7.0,0.5,0.0
SÃO PAULO,7.0,0.51,0.0
SÃO PAULO,7.0,0.95,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,0.89,0.0
SÃO PAULO,7.0,0.88,0.0
SÃO PAULO,7.0,0.86,0.0
SÃO PAULO,7.0,0.7,0.0
SÃO PAULO,7.0,0.65,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,0.95,0.0
SÃO PAULO,7.0,0.99,0.0
SÃO PAULO,7.0,0.99,0.0
SÃO PAULO,7.0,0.99,0.0
SÃO PAULO,7.0,0.99,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,0.97,0.0
SÃO PAULO,7.0,0.96,0.0
SÃO PAULO,7.0,0.61,0.0
SÃO PAULO,7.0,0.61,0.0
SÃO PAULO,7.0,0.62,0.0
SÃO PAULO,7.0,0.62,0.0
SÃO PAULO,6.0,0.7,0.0
SÃO PAULO,6.0,1.0,0.0
SÃO PAULO,6.0,1.0,0.0
SÃO PAULO,7.0,0.96,0.0
SÃO PAULO,7.0,0.95,0.0
SÃO PAULO,7.0,0.94,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,0.94,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,76.0,1.0,0.0
SÃO PAULO,78.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,73.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,75.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,0.99,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,0.97,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,0.92,0.0
SÃO PAULO,7.0,0.95,0.0
SÃO PAULO,7.0,0.97,0.0
SÃO PAULO,7.0,0.93,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,0.87,0.0
SÃO PAULO,7.0,0.87,0.0
SÃO PAULO,7.0,0.98,0.0
SÃO PAULO,7.0,0.87,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,20.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,0.91,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,0.91,0.0
SÃO PAULO,7.0,0.91,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,0.85,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,0.96,0.0
SÃO PAULO,7.0,0.96,0.0
SÃO PAULO,7.0,0.95,0.0
SÃO PAULO,7.0,0.94,0.0
SÃO PAULO,7.0,0.94,0.0
SÃO PAULO,7.0,0.95,0.0
SÃO PAULO,7.0,0.96,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,94.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,55.0,1.0,0.0
SÃO PAULO,52.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,0.61,0.0
SÃO PAULO,6.0,0.8,0.0
SÃO PAULO,7.0,0.61,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,0.68,0.0
SÃO PAULO,7.0,0.5,0.0
SÃO PAULO,7.0,0.95,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,0.92,0.0
SÃO PAULO,7.0,0.94,0.0
SÃO PAULO,6.0,0.79,0.0
SÃO PAULO,7.0,0.85,0.0
SÃO PAULO,7.0,0.68,0.0
SÃO PAULO,7.0,0.75,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,0.74,0.0
SÃO PAULO,7.0,0.78,0.0
SÃO PAULO,7.0,0.76,0.0
SÃO PAULO,7.0,0.55,0.0
SÃO PAULO,6.0,1.0,0.0
SÃO PAULO,7.0,0.77,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,101.0,1.0,0.0
SÃO PAULO,99.0,1.0,0.0
SÃO PAULO,100.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,7.0,0.55,0.0
SÃO PAULO,7.0,0.48,0.0
SÃO PAULO,7.0,0.74,0.0
SÃO PAULO,7.0,0.58,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,0.85,0.0
SÃO PAULO,7.0,0.84,0.0
SÃO PAULO,7.0,0.84,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,74.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,77.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,71.0,1.0,0.0
SÃO PAULO,74.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,7.0,0.96,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,0.91,0.0
SÃO PAULO,7.0,0.94,0.0
SÃO PAULO,7.0,0.96,0.0
SÃO PAULO,7.0,0.96,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,0.95,0.0
SÃO PAULO,7.0,0.95,0.0
SÃO PAULO,7.0,0.94,0.0
SÃO PAULO,7.0,0.95,0.0
SÃO PAULO,7.0,0.96,0.0
SÃO PAULO,7.0,0.96,0.0
SÃO PAULO,7.0,0.96,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,0.87,0.0
SÃO PAULO,7.0,0.59,0.0
SÃO PAULO,7.0,0.97,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,0.77,0.0
SÃO PAULO,7.0,0.68,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,0.87,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,99.0,1.0,0.0
SÃO PAULO,102.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,52.0,1.0,0.0
SÃO PAULO,57.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,78.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,0.97,0.0
SÃO PAULO,7.0,0.97,0.0
SÃO PAULO,7.0,0.96,0.0
SÃO PAULO,7.0,0.94,0.0
SÃO PAULO,7.0,0.95,0.0
SÃO PAULO,7.0,0.95,0.0
SÃO PAULO,7.0,0.96,0.0
SÃO PAULO,7.0,0.94,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,0.95,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,0.81,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,120.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,0.87,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
SÃO PAULO,7.0,1.0,0.0
